Name,ID,Genre,Popularity,Followers,Spotify URL,Nationality
Gery-Nikol,3kQ0LUzYBc3fzDVIpFhfuM,bulgarian hip hop,32,46324,"<a href=""https://open.spotify.com/artist/3kQ0LUzYBc3fzDVIpFhfuM"" target=""_blank"">https://open.spotify.com/artist/3kQ0LUzYBc3fzDVIpFhfuM</a>",Bulgarian
Mihaela Marinova,4Rk73iQDoHfnOteViniXY1,bulgarian pop,30,29414,"<a href=""https://open.spotify.com/artist/4Rk73iQDoHfnOteViniXY1"" target=""_blank"">https://open.spotify.com/artist/4Rk73iQDoHfnOteViniXY1</a>",Bulgarian
Magi Djanavarova,2R5YgZDZUEdYy4ooeLwsYi,bulgarian pop,22,3369,"<a href=""https://open.spotify.com/artist/2R5YgZDZUEdYy4ooeLwsYi"" target=""_blank"">https://open.spotify.com/artist/2R5YgZDZUEdYy4ooeLwsYi</a>",Bulgarian
Krum,388BvMn23ia99MU87D6j6u,bulgarian pop,14,3681,"<a href=""https://open.spotify.com/artist/388BvMn23ia99MU87D6j6u"" target=""_blank"">https://open.spotify.com/artist/388BvMn23ia99MU87D6j6u</a>",Bulgarian
Galin,5amPFw5XVlNzP7uSKBXtai,bulgarian pop,47,129073,"<a href=""https://open.spotify.com/artist/5amPFw5XVlNzP7uSKBXtai"" target=""_blank"">https://open.spotify.com/artist/5amPFw5XVlNzP7uSKBXtai</a>",Bulgarian
Anelia,5tUV7pEJAFzJXWbJBtTkjt,bulgarian pop,40,73699,"<a href=""https://open.spotify.com/artist/5tUV7pEJAFzJXWbJBtTkjt"" target=""_blank"">https://open.spotify.com/artist/5tUV7pEJAFzJXWbJBtTkjt</a>",Bulgarian
Mstislav Rostropovich,50hiYMhi0g77BOkkQ4zebB,classical,50,60797,"<a href=""https://open.spotify.com/artist/50hiYMhi0g77BOkkQ4zebB"" target=""_blank"">https://open.spotify.com/artist/50hiYMhi0g77BOkkQ4zebB</a>",Bulgarian
Silvia Katsarova,38BkWRUZnsRssYnx0rKUwl,classic bulgarian pop,0,716,"<a href=""https://open.spotify.com/artist/38BkWRUZnsRssYnx0rKUwl"" target=""_blank"">https://open.spotify.com/artist/38BkWRUZnsRssYnx0rKUwl</a>",Bulgarian
Stefan Valdobrev,4K8joeQZVHVGiI5q5h3Kb0,bulgarian pop,31,18915,"<a href=""https://open.spotify.com/artist/4K8joeQZVHVGiI5q5h3Kb0"" target=""_blank"">https://open.spotify.com/artist/4K8joeQZVHVGiI5q5h3Kb0</a>",Bulgarian
Dimana,14kypCnQ3zMnuQRTw8DKcv,bulgarian pop,17,7647,"<a href=""https://open.spotify.com/artist/14kypCnQ3zMnuQRTw8DKcv"" target=""_blank"">https://open.spotify.com/artist/14kypCnQ3zMnuQRTw8DKcv</a>",Bulgarian
Ivana Spagna,6RA9iJdNW5Lt7xTJhUBAno,classic italian pop,43,42720,"<a href=""https://open.spotify.com/artist/6RA9iJdNW5Lt7xTJhUBAno"" target=""_blank"">https://open.spotify.com/artist/6RA9iJdNW5Lt7xTJhUBAno</a>",Bulgarian
Boris Soltariyski,599Yy4yCECdZtyCkDREnIG,bulgarian pop,23,994,"<a href=""https://open.spotify.com/artist/599Yy4yCECdZtyCkDREnIG"" target=""_blank"">https://open.spotify.com/artist/599Yy4yCECdZtyCkDREnIG</a>",Bulgarian
Ilian,7c1rGKb2kBgVcv2hPcg06N,bulgarian pop,34,52933,"<a href=""https://open.spotify.com/artist/7c1rGKb2kBgVcv2hPcg06N"" target=""_blank"">https://open.spotify.com/artist/7c1rGKb2kBgVcv2hPcg06N</a>",Bulgarian
Doni,31PjtmREM4CdnosNHgqQRs,,12,599,"<a href=""https://open.spotify.com/artist/31PjtmREM4CdnosNHgqQRs"" target=""_blank"">https://open.spotify.com/artist/31PjtmREM4CdnosNHgqQRs</a>",Bulgarian
Divna,2IgAfCj2WhwyX9iwdaG2Uj,bulgarian pop,17,1933,"<a href=""https://open.spotify.com/artist/2IgAfCj2WhwyX9iwdaG2Uj"" target=""_blank"">https://open.spotify.com/artist/2IgAfCj2WhwyX9iwdaG2Uj</a>",Bulgarian
Sofia Nizharadze,29FUOHWT8Aph49h5LHqqlD,georgian pop,5,2044,"<a href=""https://open.spotify.com/artist/29FUOHWT8Aph49h5LHqqlD"" target=""_blank"">https://open.spotify.com/artist/29FUOHWT8Aph49h5LHqqlD</a>",Bulgarian
Ani Hoang,26d0A70Fzkh2jvHSRjQULz,bulgarian pop,16,12674,"<a href=""https://open.spotify.com/artist/26d0A70Fzkh2jvHSRjQULz"" target=""_blank"">https://open.spotify.com/artist/26d0A70Fzkh2jvHSRjQULz</a>",Bulgarian
DJ Jivko Mix,1vnyt0KWJs30ve4DCWY6ID,,16,31,"<a href=""https://open.spotify.com/artist/1vnyt0KWJs30ve4DCWY6ID"" target=""_blank"">https://open.spotify.com/artist/1vnyt0KWJs30ve4DCWY6ID</a>",Bulgarian
Malina,5ASL3QIWuHZidFbe7zCfJg,,2,55,"<a href=""https://open.spotify.com/artist/5ASL3QIWuHZidFbe7zCfJg"" target=""_blank"">https://open.spotify.com/artist/5ASL3QIWuHZidFbe7zCfJg</a>",Bulgarian
Ku-Ku Band,6dTTAcKWN7BmRGAmmAsdeX,bulgarian pop,38,5250,"<a href=""https://open.spotify.com/artist/6dTTAcKWN7BmRGAmmAsdeX"" target=""_blank"">https://open.spotify.com/artist/6dTTAcKWN7BmRGAmmAsdeX</a>",Bulgarian
Ruth Koleva,7MgXnIqFixrq03WLYJZdi4,bulgarian pop,22,5304,"<a href=""https://open.spotify.com/artist/7MgXnIqFixrq03WLYJZdi4"" target=""_blank"">https://open.spotify.com/artist/7MgXnIqFixrq03WLYJZdi4</a>",Bulgarian
Yavor Zahariev,4ZgSqr5lgTB8rCA4J71ep8,,0,3,"<a href=""https://open.spotify.com/artist/4ZgSqr5lgTB8rCA4J71ep8"" target=""_blank"">https://open.spotify.com/artist/4ZgSqr5lgTB8rCA4J71ep8</a>",Bulgarian
DJ Diass,6Tx1ZeNtMmTnOLsXngoQ15,,11,1500,"<a href=""https://open.spotify.com/artist/6Tx1ZeNtMmTnOLsXngoQ15"" target=""_blank"">https://open.spotify.com/artist/6Tx1ZeNtMmTnOLsXngoQ15</a>",Bulgarian
Dim4ou,6URykZzv72st8HDMcJNrsV,bulgarian hip hop,41,59595,"<a href=""https://open.spotify.com/artist/6URykZzv72st8HDMcJNrsV"" target=""_blank"">https://open.spotify.com/artist/6URykZzv72st8HDMcJNrsV</a>",Bulgarian
Simona Sivanio,5YAA0t4M0y5LQqwi8ma1xI,,0,4,"<a href=""https://open.spotify.com/artist/5YAA0t4M0y5LQqwi8ma1xI"" target=""_blank"">https://open.spotify.com/artist/5YAA0t4M0y5LQqwi8ma1xI</a>",Bulgarian
Martin Mkrtchyan,6TMY2qC4nccKtwsNGXPVuN,armenian pop,27,11703,"<a href=""https://open.spotify.com/artist/6TMY2qC4nccKtwsNGXPVuN"" target=""_blank"">https://open.spotify.com/artist/6TMY2qC4nccKtwsNGXPVuN</a>",Bulgarian
Tedi Aleksandrova,3CcA9m1Ivpp5XmLt8SxUpn,bulgarian pop,43,96376,"<a href=""https://open.spotify.com/artist/3CcA9m1Ivpp5XmLt8SxUpn"" target=""_blank"">https://open.spotify.com/artist/3CcA9m1Ivpp5XmLt8SxUpn</a>",Bulgarian
Dmitry Yablonsky,6jKsnWXyWgE3jyC0Cs0Cdb,orchestral performance,50,1479,"<a href=""https://open.spotify.com/artist/6jKsnWXyWgE3jyC0Cs0Cdb"" target=""_blank"">https://open.spotify.com/artist/6jKsnWXyWgE3jyC0Cs0Cdb</a>",Bulgarian
Georgiana Lobont,1FHKBoPii3GZjpukDoDs3W,manele,47,48072,"<a href=""https://open.spotify.com/artist/1FHKBoPii3GZjpukDoDs3W"" target=""_blank"">https://open.spotify.com/artist/1FHKBoPii3GZjpukDoDs3W</a>",Bulgarian
Iva Davidova,50WhBV3fh8q2yBW9kjLnvA,,4,214,"<a href=""https://open.spotify.com/artist/50WhBV3fh8q2yBW9kjLnvA"" target=""_blank"">https://open.spotify.com/artist/50WhBV3fh8q2yBW9kjLnvA</a>",Bulgarian
Orlin Pavlov,27l9vdJBV9o899nI3cJ1CH,bulgarian pop,27,8370,"<a href=""https://open.spotify.com/artist/27l9vdJBV9o899nI3cJ1CH"" target=""_blank"">https://open.spotify.com/artist/27l9vdJBV9o899nI3cJ1CH</a>",Bulgarian
Rumina,7IDiYtKojSbRAaf2b2Mpew,bulgarian pop,16,5308,"<a href=""https://open.spotify.com/artist/7IDiYtKojSbRAaf2b2Mpew"" target=""_blank"">https://open.spotify.com/artist/7IDiYtKojSbRAaf2b2Mpew</a>",Bulgarian
AVA,7zPS3i8YJBNeDcqXUHfCMr,italian hip hop,66,110986,"<a href=""https://open.spotify.com/artist/7zPS3i8YJBNeDcqXUHfCMr"" target=""_blank"">https://open.spotify.com/artist/7zPS3i8YJBNeDcqXUHfCMr</a>",Bulgarian
Bratya Argirovi,7nCrWCuGAjMYyS5KLJLAW3,classic bulgarian pop,14,486,"<a href=""https://open.spotify.com/artist/7nCrWCuGAjMYyS5KLJLAW3"" target=""_blank"">https://open.spotify.com/artist/7nCrWCuGAjMYyS5KLJLAW3</a>",Bulgarian
Adnan Beats,1ZQi4OIO9sYLUzCX3GrLzs,bulgarian pop,26,6231,"<a href=""https://open.spotify.com/artist/1ZQi4OIO9sYLUzCX3GrLzs"" target=""_blank"">https://open.spotify.com/artist/1ZQi4OIO9sYLUzCX3GrLzs</a>",Bulgarian
Simona Zagorova,41agnkw9lYLD9mRXL8J3IE,,9,430,"<a href=""https://open.spotify.com/artist/41agnkw9lYLD9mRXL8J3IE"" target=""_blank"">https://open.spotify.com/artist/41agnkw9lYLD9mRXL8J3IE</a>",Bulgarian
Radko Petkov,6Zji04O4LySLbvwVkKNOJY,bulgarian pop,8,733,"<a href=""https://open.spotify.com/artist/6Zji04O4LySLbvwVkKNOJY"" target=""_blank"">https://open.spotify.com/artist/6Zji04O4LySLbvwVkKNOJY</a>",Bulgarian
Gergana,33DnQciBOwX6qpR4fuxB5Z,bulgarian pop,19,5208,"<a href=""https://open.spotify.com/artist/33DnQciBOwX6qpR4fuxB5Z"" target=""_blank"">https://open.spotify.com/artist/33DnQciBOwX6qpR4fuxB5Z</a>",Bulgarian
Monika Kirovska,079a8aQqMGpdWI9Ce6AJHr,,0,13,"<a href=""https://open.spotify.com/artist/079a8aQqMGpdWI9Ce6AJHr"" target=""_blank"">https://open.spotify.com/artist/079a8aQqMGpdWI9Ce6AJHr</a>",Bulgarian
Mstislav Rostropovich,50hiYMhi0g77BOkkQ4zebB,classical,50,60797,"<a href=""https://open.spotify.com/artist/50hiYMhi0g77BOkkQ4zebB"" target=""_blank"">https://open.spotify.com/artist/50hiYMhi0g77BOkkQ4zebB</a>",Bulgarian
Rado Shisharkata,7gBi7AKx02BAyqhEciANYJ,,20,1738,"<a href=""https://open.spotify.com/artist/7gBi7AKx02BAyqhEciANYJ"" target=""_blank"">https://open.spotify.com/artist/7gBi7AKx02BAyqhEciANYJ</a>",Bulgarian
ELENA ROSE,0zO8yNnw5GQgutcIyXfGBY,r&b en espanol,71,107797,"<a href=""https://open.spotify.com/artist/0zO8yNnw5GQgutcIyXfGBY"" target=""_blank"">https://open.spotify.com/artist/0zO8yNnw5GQgutcIyXfGBY</a>",Bulgarian
Krum,388BvMn23ia99MU87D6j6u,bulgarian pop,14,3681,"<a href=""https://open.spotify.com/artist/388BvMn23ia99MU87D6j6u"" target=""_blank"">https://open.spotify.com/artist/388BvMn23ia99MU87D6j6u</a>",Bulgarian
Qvkata DLG,3NzS9UwrMG3x66aJzM2jKv,bulgarian hip hop,31,5737,"<a href=""https://open.spotify.com/artist/3NzS9UwrMG3x66aJzM2jKv"" target=""_blank"">https://open.spotify.com/artist/3NzS9UwrMG3x66aJzM2jKv</a>",Bulgarian
Djena,07aV940tBFh4TthmbcjR3g,bulgarian pop,41,91027,"<a href=""https://open.spotify.com/artist/07aV940tBFh4TthmbcjR3g"" target=""_blank"">https://open.spotify.com/artist/07aV940tBFh4TthmbcjR3g</a>",Bulgarian
Kristiana,2nTdiezsve9faqcdXVjW2a,bulgarian pop,18,8133,"<a href=""https://open.spotify.com/artist/2nTdiezsve9faqcdXVjW2a"" target=""_blank"">https://open.spotify.com/artist/2nTdiezsve9faqcdXVjW2a</a>",Bulgarian
Petya Dankova,2Iah8uNKVDJvSugCW3Vz8u,,0,339,"<a href=""https://open.spotify.com/artist/2Iah8uNKVDJvSugCW3Vz8u"" target=""_blank"">https://open.spotify.com/artist/2Iah8uNKVDJvSugCW3Vz8u</a>",Bulgarian
D2,0aQ1OtlRCKfVQuMczDIcgS,,35,441,"<a href=""https://open.spotify.com/artist/0aQ1OtlRCKfVQuMczDIcgS"" target=""_blank"">https://open.spotify.com/artist/0aQ1OtlRCKfVQuMczDIcgS</a>",Bulgarian
Maria Nazionale,1Kl58hRlEsbgWes2aYrWNC,canzone napoletana,37,20215,"<a href=""https://open.spotify.com/artist/1Kl58hRlEsbgWes2aYrWNC"" target=""_blank"">https://open.spotify.com/artist/1Kl58hRlEsbgWes2aYrWNC</a>",Bulgarian
Lina Nikol,7G3zlaTXtjBWn2hASxqLbg,bulgarian pop,24,1583,"<a href=""https://open.spotify.com/artist/7G3zlaTXtjBWn2hASxqLbg"" target=""_blank"">https://open.spotify.com/artist/7G3zlaTXtjBWn2hASxqLbg</a>",Bulgarian
Nelly Rangelova,4WsypO3BDWsQfhg4dwWlBH,classic bulgarian pop,3,128,"<a href=""https://open.spotify.com/artist/4WsypO3BDWsQfhg4dwWlBH"" target=""_blank"">https://open.spotify.com/artist/4WsypO3BDWsQfhg4dwWlBH</a>",Bulgarian
Simona Sivanio,5YAA0t4M0y5LQqwi8ma1xI,,0,4,"<a href=""https://open.spotify.com/artist/5YAA0t4M0y5LQqwi8ma1xI"" target=""_blank"">https://open.spotify.com/artist/5YAA0t4M0y5LQqwi8ma1xI</a>",Bulgarian
Dani Milev,4HYg1Y5kfbC6mwjf2h2R0m,,1,21,"<a href=""https://open.spotify.com/artist/4HYg1Y5kfbC6mwjf2h2R0m"" target=""_blank"">https://open.spotify.com/artist/4HYg1Y5kfbC6mwjf2h2R0m</a>",Bulgarian
Slava,2OauM2Rnpf6CBDwTtrS2vU,italian hip hop,22,21011,"<a href=""https://open.spotify.com/artist/2OauM2Rnpf6CBDwTtrS2vU"" target=""_blank"">https://open.spotify.com/artist/2OauM2Rnpf6CBDwTtrS2vU</a>",Bulgarian
DJ Doncho,0MjEvRMvyOkV2woFzGt3dK,,13,1259,"<a href=""https://open.spotify.com/artist/0MjEvRMvyOkV2woFzGt3dK"" target=""_blank"">https://open.spotify.com/artist/0MjEvRMvyOkV2woFzGt3dK</a>",Bulgarian
Beloslava,3iDRGXdrDcuKTXzIlg2cxl,,12,26,"<a href=""https://open.spotify.com/artist/3iDRGXdrDcuKTXzIlg2cxl"" target=""_blank"">https://open.spotify.com/artist/3iDRGXdrDcuKTXzIlg2cxl</a>",Bulgarian
Georgi Stanchev,05O6Fw3LsWi6XFyvO7znce,classic bulgarian pop,0,295,"<a href=""https://open.spotify.com/artist/05O6Fw3LsWi6XFyvO7znce"" target=""_blank"">https://open.spotify.com/artist/05O6Fw3LsWi6XFyvO7znce</a>",Bulgarian
Anelia,5tUV7pEJAFzJXWbJBtTkjt,bulgarian pop,40,73699,"<a href=""https://open.spotify.com/artist/5tUV7pEJAFzJXWbJBtTkjt"" target=""_blank"">https://open.spotify.com/artist/5tUV7pEJAFzJXWbJBtTkjt</a>",Bulgarian
Simona Sivanio,5YAA0t4M0y5LQqwi8ma1xI,,0,4,"<a href=""https://open.spotify.com/artist/5YAA0t4M0y5LQqwi8ma1xI"" target=""_blank"">https://open.spotify.com/artist/5YAA0t4M0y5LQqwi8ma1xI</a>",Bulgarian
Pavell,23m2e1dWAkTuwdKbxeEWDs,bulgarian pop,22,8514,"<a href=""https://open.spotify.com/artist/23m2e1dWAkTuwdKbxeEWDs"" target=""_blank"">https://open.spotify.com/artist/23m2e1dWAkTuwdKbxeEWDs</a>",Bulgarian
Vanya,2oSUM9uhk6znZZHvsCisAk,bulgarian pop,28,29912,"<a href=""https://open.spotify.com/artist/2oSUM9uhk6znZZHvsCisAk"" target=""_blank"">https://open.spotify.com/artist/2oSUM9uhk6znZZHvsCisAk</a>",Bulgarian
Bate Sasho,73Bb1Zqt1VLZV64ZeDj9ec,bulgarian hip hop,0,439,"<a href=""https://open.spotify.com/artist/73Bb1Zqt1VLZV64ZeDj9ec"" target=""_blank"">https://open.spotify.com/artist/73Bb1Zqt1VLZV64ZeDj9ec</a>",Bulgarian
Tedua,1AgAVqo74e2q4FVvg0xpT7,indie liguria,74,1819823,"<a href=""https://open.spotify.com/artist/1AgAVqo74e2q4FVvg0xpT7"" target=""_blank"">https://open.spotify.com/artist/1AgAVqo74e2q4FVvg0xpT7</a>",Bulgarian
Lùnapop,4ZbsxiS90Pj1gLeDv3A9mN,classic italian pop,55,190183,"<a href=""https://open.spotify.com/artist/4ZbsxiS90Pj1gLeDv3A9mN"" target=""_blank"">https://open.spotify.com/artist/4ZbsxiS90Pj1gLeDv3A9mN</a>",Bulgarian
Yanitsa,3a4iT4FdFp6x0IqVTl47vR,bulgarian pop,36,47679,"<a href=""https://open.spotify.com/artist/3a4iT4FdFp6x0IqVTl47vR"" target=""_blank"">https://open.spotify.com/artist/3a4iT4FdFp6x0IqVTl47vR</a>",Bulgarian
Vassilka Naidenova,2IKtaIJBqzN9uiYwynywt3,,0,1,"<a href=""https://open.spotify.com/artist/2IKtaIJBqzN9uiYwynywt3"" target=""_blank"">https://open.spotify.com/artist/2IKtaIJBqzN9uiYwynywt3</a>",Bulgarian
Shosho,4wYxdKiYvpbVaDk2XogQgL,bulgarian electronic,17,1642,"<a href=""https://open.spotify.com/artist/4wYxdKiYvpbVaDk2XogQgL"" target=""_blank"">https://open.spotify.com/artist/4wYxdKiYvpbVaDk2XogQgL</a>",Bulgarian
Sasho Roman,1gfbiAx0jMUJM5rVvxfVl3,,24,1471,"<a href=""https://open.spotify.com/artist/1gfbiAx0jMUJM5rVvxfVl3"" target=""_blank"">https://open.spotify.com/artist/1gfbiAx0jMUJM5rVvxfVl3</a>",Bulgarian
Maria Ilieva,6cl0Mzx0Mt4XY5NSk89KLx,bulgarian pop,32,20371,"<a href=""https://open.spotify.com/artist/6cl0Mzx0Mt4XY5NSk89KLx"" target=""_blank"">https://open.spotify.com/artist/6cl0Mzx0Mt4XY5NSk89KLx</a>",Bulgarian
Kali,7AuKJFjFEMk4AfOZQyI8Ow,turbo folk,43,17396,"<a href=""https://open.spotify.com/artist/7AuKJFjFEMk4AfOZQyI8Ow"" target=""_blank"">https://open.spotify.com/artist/7AuKJFjFEMk4AfOZQyI8Ow</a>",Bulgarian
Måneskin,0lAWpj5szCSwM4rUMHYmrr,indie rock italiano,80,9610295,"<a href=""https://open.spotify.com/artist/0lAWpj5szCSwM4rUMHYmrr"" target=""_blank"">https://open.spotify.com/artist/0lAWpj5szCSwM4rUMHYmrr</a>",Bulgarian
Tsunami,6IdaZFAND62G24FWLDMgBU,,5,1778,"<a href=""https://open.spotify.com/artist/6IdaZFAND62G24FWLDMgBU"" target=""_blank"">https://open.spotify.com/artist/6IdaZFAND62G24FWLDMgBU</a>",Bulgarian
Pavell,23m2e1dWAkTuwdKbxeEWDs,bulgarian pop,22,8514,"<a href=""https://open.spotify.com/artist/23m2e1dWAkTuwdKbxeEWDs"" target=""_blank"">https://open.spotify.com/artist/23m2e1dWAkTuwdKbxeEWDs</a>",Bulgarian
Mihaela Fileva,4tLUiRuS5pMJRavaw6utMb,bulgarian pop,35,32205,"<a href=""https://open.spotify.com/artist/4tLUiRuS5pMJRavaw6utMb"" target=""_blank"">https://open.spotify.com/artist/4tLUiRuS5pMJRavaw6utMb</a>",Bulgarian
DJ Doncho,0MjEvRMvyOkV2woFzGt3dK,,13,1259,"<a href=""https://open.spotify.com/artist/0MjEvRMvyOkV2woFzGt3dK"" target=""_blank"">https://open.spotify.com/artist/0MjEvRMvyOkV2woFzGt3dK</a>",Bulgarian
Jay Chou,2elBjNSdBE2Y3f0j1mjrql,c-pop,73,5986284,"<a href=""https://open.spotify.com/artist/2elBjNSdBE2Y3f0j1mjrql"" target=""_blank"">https://open.spotify.com/artist/2elBjNSdBE2Y3f0j1mjrql</a>",Chinese
Faye Wong,3df3XLKuqTQ6iOSmi0K3Wp,c-pop,59,805371,"<a href=""https://open.spotify.com/artist/3df3XLKuqTQ6iOSmi0K3Wp"" target=""_blank"">https://open.spotify.com/artist/3df3XLKuqTQ6iOSmi0K3Wp</a>",Chinese
Jacky Cheung,1Hu58yHg2CXNfDhlPd7Tdd,c-pop,62,1901823,"<a href=""https://open.spotify.com/artist/1Hu58yHg2CXNfDhlPd7Tdd"" target=""_blank"">https://open.spotify.com/artist/1Hu58yHg2CXNfDhlPd7Tdd</a>",Chinese
Teresa Teng,3ienC90A5I1X3irDyQoqWZ,c-pop,56,497951,"<a href=""https://open.spotify.com/artist/3ienC90A5I1X3irDyQoqWZ"" target=""_blank"">https://open.spotify.com/artist/3ienC90A5I1X3irDyQoqWZ</a>",Chinese
Ronghao Li,0rTP0x4vRFSDbhtqcCqc8K,chinese singer-songwriter,61,840280,"<a href=""https://open.spotify.com/artist/0rTP0x4vRFSDbhtqcCqc8K"" target=""_blank"">https://open.spotify.com/artist/0rTP0x4vRFSDbhtqcCqc8K</a>",Chinese
Alan Tam,5vWJrDpmd5vrDpdmgxqC5u,c-pop,53,427619,"<a href=""https://open.spotify.com/artist/5vWJrDpmd5vrDpdmgxqC5u"" target=""_blank"">https://open.spotify.com/artist/5vWJrDpmd5vrDpdmgxqC5u</a>",Chinese
JJ Lin,7Dx7RhX0mFuXhCOUgB01uM,mandopop,67,3176427,"<a href=""https://open.spotify.com/artist/7Dx7RhX0mFuXhCOUgB01uM"" target=""_blank"">https://open.spotify.com/artist/7Dx7RhX0mFuXhCOUgB01uM</a>",Chinese
Eason Chan,2QcZxAgcs2I1q7CtCkl6MI,c-pop,66,2991999,"<a href=""https://open.spotify.com/artist/2QcZxAgcs2I1q7CtCkl6MI"" target=""_blank"">https://open.spotify.com/artist/2QcZxAgcs2I1q7CtCkl6MI</a>",Chinese
Andy Lau,2n3uDrupL8UtFSeZhY38MS,c-pop,55,678970,"<a href=""https://open.spotify.com/artist/2n3uDrupL8UtFSeZhY38MS"" target=""_blank"">https://open.spotify.com/artist/2n3uDrupL8UtFSeZhY38MS</a>",Chinese
Leehom Wang,2F5W6Rsxwzg0plQ0w8dSyt,mandopop,57,853573,"<a href=""https://open.spotify.com/artist/2F5W6Rsxwzg0plQ0w8dSyt"" target=""_blank"">https://open.spotify.com/artist/2F5W6Rsxwzg0plQ0w8dSyt</a>",Chinese
Iron Maiden,6mdiAmATAx73kdxrNrnlao,alternative metal,73,9227278,"<a href=""https://open.spotify.com/artist/6mdiAmATAx73kdxrNrnlao"" target=""_blank"">https://open.spotify.com/artist/6mdiAmATAx73kdxrNrnlao</a>",Chinese
Fish Leong,3aIDSTKS9yH745GUQBxDcS,malaysian mandopop,58,887639,"<a href=""https://open.spotify.com/artist/3aIDSTKS9yH745GUQBxDcS"" target=""_blank"">https://open.spotify.com/artist/3aIDSTKS9yH745GUQBxDcS</a>",Chinese
Nicholas Tse,5icAICPWHiBMzTJl7nUPMP,cantopop,45,112896,"<a href=""https://open.spotify.com/artist/5icAICPWHiBMzTJl7nUPMP"" target=""_blank"">https://open.spotify.com/artist/5icAICPWHiBMzTJl7nUPMP</a>",Chinese
G.E.M.,7aRC4L63dBn3CiLDuWaLSI,mandopop,64,2851335,"<a href=""https://open.spotify.com/artist/7aRC4L63dBn3CiLDuWaLSI"" target=""_blank"">https://open.spotify.com/artist/7aRC4L63dBn3CiLDuWaLSI</a>",Chinese
Khalil Fong,1YrtUPrWcPfgdl9BaD9nhd,chinese r&b,57,416640,"<a href=""https://open.spotify.com/artist/1YrtUPrWcPfgdl9BaD9nhd"" target=""_blank"">https://open.spotify.com/artist/1YrtUPrWcPfgdl9BaD9nhd</a>",Chinese
Stefanie Sun,0SIXZXJCAhNU8sxK0qm7hn,mandopop,61,930811,"<a href=""https://open.spotify.com/artist/0SIXZXJCAhNU8sxK0qm7hn"" target=""_blank"">https://open.spotify.com/artist/0SIXZXJCAhNU8sxK0qm7hn</a>",Chinese
Karen Mok,6jlz5QSUqbKE4vnzo2qfP1,mandopop,54,641980,"<a href=""https://open.spotify.com/artist/6jlz5QSUqbKE4vnzo2qfP1"" target=""_blank"">https://open.spotify.com/artist/6jlz5QSUqbKE4vnzo2qfP1</a>",Chinese
Hacken Lee,3PV11RNUoGfX9tMN2wVljB,c-pop,52,495536,"<a href=""https://open.spotify.com/artist/3PV11RNUoGfX9tMN2wVljB"" target=""_blank"">https://open.spotify.com/artist/3PV11RNUoGfX9tMN2wVljB</a>",Chinese
Jam Hsiao,4AJcTAMOLkRl3vf4syay8Q,mandopop,50,548330,"<a href=""https://open.spotify.com/artist/4AJcTAMOLkRl3vf4syay8Q"" target=""_blank"">https://open.spotify.com/artist/4AJcTAMOLkRl3vf4syay8Q</a>",Chinese
Mayday,16s0YTFcyjP4kgFwt7ktrY,mandopop,61,1965620,"<a href=""https://open.spotify.com/artist/16s0YTFcyjP4kgFwt7ktrY"" target=""_blank"">https://open.spotify.com/artist/16s0YTFcyjP4kgFwt7ktrY</a>",Chinese
S.H.E,2lWShxOL8iTlI0pmtVKvEh,c-pop girl group,53,743239,"<a href=""https://open.spotify.com/artist/2lWShxOL8iTlI0pmtVKvEh"" target=""_blank"">https://open.spotify.com/artist/2lWShxOL8iTlI0pmtVKvEh</a>",Chinese
Jolin Tsai,1r9DuPTHiQ7hnRRZ99B8nL,mandopop,60,1033081,"<a href=""https://open.spotify.com/artist/1r9DuPTHiQ7hnRRZ99B8nL"" target=""_blank"">https://open.spotify.com/artist/1r9DuPTHiQ7hnRRZ99B8nL</a>",Chinese
Angela Chang,4txug0T3vYc9p20tuhfCUa,mandopop,52,543725,"<a href=""https://open.spotify.com/artist/4txug0T3vYc9p20tuhfCUa"" target=""_blank"">https://open.spotify.com/artist/4txug0T3vYc9p20tuhfCUa</a>",Chinese
Show Luo,33ApZ6LzfimooQNIKqf4jo,mandopop,46,215315,"<a href=""https://open.spotify.com/artist/33ApZ6LzfimooQNIKqf4jo"" target=""_blank"">https://open.spotify.com/artist/33ApZ6LzfimooQNIKqf4jo</a>",Chinese
Zhou Xun,1xZy5SWu37EZtHiRaKEI5e,chinese indie,20,5049,"<a href=""https://open.spotify.com/artist/1xZy5SWu37EZtHiRaKEI5e"" target=""_blank"">https://open.spotify.com/artist/1xZy5SWu37EZtHiRaKEI5e</a>",Chinese
Hu Ge,565IvROag6e9RoQoC7a5tj,,22,771,"<a href=""https://open.spotify.com/artist/565IvROag6e9RoQoC7a5tj"" target=""_blank"">https://open.spotify.com/artist/565IvROag6e9RoQoC7a5tj</a>",Chinese
Chris Lee (Li Yuchun),3fltJDUjkXrpaKBTS485F6,,2,829,"<a href=""https://open.spotify.com/artist/3fltJDUjkXrpaKBTS485F6"" target=""_blank"">https://open.spotify.com/artist/3fltJDUjkXrpaKBTS485F6</a>",Chinese
Edison Chen,4MOwSSUjmrhS3TIM4YBYmx,,37,25852,"<a href=""https://open.spotify.com/artist/4MOwSSUjmrhS3TIM4YBYmx"" target=""_blank"">https://open.spotify.com/artist/4MOwSSUjmrhS3TIM4YBYmx</a>",Chinese
